TIME,ADDRESS,HOP_TABLE_SIZE,POSITION_X,POSITION_Y,ERROR_X,ERROR_Y,EVENTCODE500,10.0.0.2,1,107.77,59.15,0,0, NONE
500,10.0.0.45,1,257.54,253.99,0,0, NONE
500,10.0.0.47,1,356.76,253.68,0,0, NONE
501,10.0.0.42,1,102.76,251.78,0,0, NONE
503,10.0.0.65,1,257.09,359.27,0,0, NONE
503,10.0.0.67,1,354.97,353.53,0,0, NONE
503,10.0.0.82,1,107.64,452.28,0,0, NONE
504,10.0.0.32,1,100.84,203.27,0,0, NONE
504,10.0.0.55,1,253.17,304.92,0,0, NONE
504,10.0.0.57,1,353.01,302.8,0,0, NONE
504,10.0.0.62,1,100.31,351.17,0,0, NONE
505,10.0.0.72,1,107.32,408.29,0,0, NONE
505,10.0.0.75,1,257.08,407.15,0,0, NONE
505,10.0.0.77,1,357.96,407.23,0,0, NONE
506,10.0.0.12,1,105.67,104.29,0,0, NONE
506,10.0.0.15,1,250.67,101.35,0,0, NONE
506,10.0.0.17,1,350.22,100.58,0,0, NONE
507,10.0.0.92,1,104.37,502.28,0,0, NONE
508,10.0.0.52,1,104.34,303.78,0,0, NONE
509,10.0.0.5,1,256.49,54.21,0,0, NONE
509,10.0.0.7,1,356.9,50.59,0,0, NONE
509,10.0.0.22,1,104.21,159.19,0,0, NONE
509,10.0.0.25,1,253.15,153.7,0,0, NONE
509,10.0.0.27,1,350.91,159.8,0,0, NONE
510,10.0.0.35,1,253.13,208.57,0,0, NONE
510,10.0.0.37,1,355.82,205.45,0,0, NONE
510,10.0.0.85,1,250.34,457.64,0,0, NONE
510,10.0.0.87,1,359.87,458.56,0,0, NONE
510,10.0.0.96,1,300.29,502.37,0,0, NONE
1000,10.0.0.2,2,107.77,59.15,0,0, NONE
1000,10.0.0.32,1,100.84,203.27,0,0, NONE
1000,10.0.0.75,2,257.08,407.15,0,0, NONE
1000,10.0.0.77,2,357.96,407.23,0,0, NONE
1001,10.0.0.95,1,258.58,503.95,0,0, NONE
1001,10.0.0.97,1,352.35,507.93,0,0, NONE
1001,10.0.0.35,2,253.13,208.57,0,0, NONE
1001,10.0.0.37,2,355.82,205.45,0,0, NONE
1002,10.0.0.25,1,253.15,153.7,0,0, NONE
1002,10.0.0.27,1,350.91,159.8,0,0, NONE
1002,10.0.0.48,1,407.39,250.12,0,0, NONE
1002,10.0.0.57,2,353.01,302.8,0,0, NONE
1002,10.0.0.53,1,154.67,306.01,0,0, NONE
1002,10.0.0.62,2,100.31,351.17,0,0, NONE
1002,10.0.0.93,1,152.75,504.07,0,0, NONE
1002,10.0.0.42,2,102.76,251.78,0,0, NONE
1003,10.0.0.25,2,253.15,153.7,0,0, NONE
1003,10.0.0.34,1,208.46,207.29,0,0, NONE
1003,10.0.0.63,1,150.97,357.71,0,0, NONE
1003,10.0.0.75,2,257.08,407.15,0,0, NONE
1003,10.0.0.77,2,357.96,407.23,0,0, NONE
1003,10.0.0.82,1,107.64,452.28,0,0, NONE
1004,10.0.0.7,1,356.9,50.59,0,0, NONE
